gene,BrownBear1_S,BrownBear1_W,BrownBear2_S,BrownBear2_W,BrownBear3_S,BrownBear3_W,BrownBear4_S,BrownBear4_W,BrownBear5_S,BrownBear5_W
AK3,1778.5,4210.17,1297,4626.5,1249,6046,1369.5,3230,1748,4658.5
AK4,1225.5,1762.5,1305.5,1541,964.5,2043,1295.5,2094,1515.5,2108
AK5,28,47,35,90,37,65,27,36,76,51
AK6,258.5,273,270,275,294,253.5,263.5,287.5,289.5,225.5
AK7,12,123,7,48,19,224,19,85,13,383
AK8,41,50,53,62,47,73,39,40,27,81
AK9,8,6,11,10,16,5,15,33,10,13
AKAP1,1197,1107,953,1178,1101,1219,941,1384,732,1142
AKAP10,678,538,643,526,615,472,779,486,648,485
AKAP11,697,927,715,784,808,926,859,1178,695,1052
AKAP12,976,814,733,913,1080,776,1049,954,730,1385
AKAP13,2041,3356,2341,3350,2541,4374,2883,4119,2678,4810
AKAP14,14,21,12,36,17,25,23,35,19,26
AKAP17A,779.67,742.5,928.33,996,1101.17,902,888.5,868.5,678.33,714.5
AKAP3,0,2,0,1,1,1,0,0,0,4
AKAP4,17,0,6,0,3,0,6,0,4,0
AKAP5,14,18,21,19,9,13,25,34,14,43
AKAP6,62,18,67,16,59,16,62,41,56,38
AKAP7,79,174,55,174,63,157,105,167,98,190
AKAP8,627,810,720.83,941,791,792.25,780,700,629,789
AKAP8L,760,999.5,1037,1426.5,1026.5,1624,1095,738.5,977,1490.5
AKAP9,1514,1685,1510,1568,1525,1914,1843,1939,1646,2220.5
AKIP1,524,599,442,624,464,625,365,542,355,677
AKIRIN1,498.17,475.5,619,481,617.5,471,640,411.5,751.83,547.5
AKIRIN2,756,401,619,345,700,387,817,403,638,367
AKNA,79,152.33,78,131.17,150.33,159.67,123.67,181,99,139.67
AKNAD1,88,188,34,147,79,109,81,231,47,101
AKR1A1,1058,1105,1110,1093,1202,1289,1010,868,1045,1247
AKR1B1,1772,1171,768,799,1223,1034,1043,1010,1727.5,1202
AKR1D1,1,0,4,2,1,0,1,0,1,1
AKR1E2,269,258,243,390,343,485,263,302,286,323
AKT1,3483,3898,3826,4010,4120.75,5553,4096,3709,3878,5261
AKT1S1,1166,1209,1182,1374,1205,1421,1093.12,913,1066,1338.75
AKT2,2052,2029,1876,1929,2306,1833,2185.75,1952,2314,2051
AKT3,601,700,543,556,911,1037,695,962,726,927
AKTIP,1289,1280,944,1518,1094,1790,1080,1460,894,1943
ALAD,769,1792.5,1135,1690,1026,480,1351,1477.5,1074,413
ALAS1,940,672,671,681,731,739,749.75,689,724,804
ALAS2,15,4,16,14,14,3,27,5,9,26
ALB,94,110.5,88.5,54,72,73.5,89,113,93.5,103.5
ALCAM,517,112,496,147,419,121,537,256,420,129
ALDH16A1,646,410,686,425,872,229,721,375,670,270
ALDH18A1,1211.5,410,1440,263.5,1537.83,271.33,1345,455,1309,417.5
ALDH1A1,280.96,312.5,280.5,373.17,238.83,562.58,205,208.42,161.46,307.54
ALDH1A2,34,16,31,25,63,19,42,25,42,51
ALDH1A3,555,78,516,39,597,77,461,143,240,71
ALDH1B1,5,8,11,16,13,12,24,33,8,16
ALDH1L1,2040.5,1141,1148,741,1480,532,1502,905,1626,397
ALDH1L2,408,126,451,130,247,134,453,210,606,181
ALDH2,11489,5006,6442,3876,7466,3659,7911,4562,5781,3708
ALDH3A1,14,31,22,36,15,44,26,60,26,52
ALDH3A2,6541,10666,3821,6995,3917,4940,4513,8870,3210,5463
ALDH3B1,121.5,109,127,125,204,156,128,149.5,127,129
ALDH3B2,515.5,230,1183,755,973,467,491,332.5,330.5,234
ALDH4A1,1186,1857,1375,1554.5,1555,1060.5,1269,1363,1597,1258
ALDH5A1,544.5,1022.5,457,928.5,441,795,536,626,484,808
ALDH6A1,817,929,692,779,767,885,723,898,792,962
ALDH7A1,945,576.5,1037.5,984,892,765,1049,787.5,769,787.5
ALDH8A1,4,1,9,7,6,38,1,4,8,27
ALDH9A1,1913,1450,1633.5,1709.5,1462,1028.5,1353,1081.5,1328,1018.5
ALDOA,10642,7993.5,7039.5,10075,9097.5,13144.5,7917.5,8968,9997,11589.5
ALDOB,1,7,3,4,1,7,5,15,5,2
ALDOC,194,207,233.5,209,185,203,188.5,295,121.5,174
ALG1,354,425,444,388,386,401,384,465,368,364
ALG11,322,384,346,407,352,437,427,444,408,540
ALG13,372,409,417,337,573,229,545,462,526,309
ALG14,195,84,178.5,99.5,218.5,90,216,99,178.5,84
ALG2,366,260,248,196,304,221,223,224,301,242
ALG3,268,234,390,267,341,283,311,284,295,328
ALG5,393,431,386.5,557.5,381,759.5,350,380,336.5,583
ALG6,261,629,232,534,297,617,277,560,297,613
ALG8,84,101,110,123,110,130,90,113,81,138
ALG9,366,263,372,191.5,359,239,410,393,355,204
ALK,28,24,27,30,38,46,27,48,15,39
ALKAL1,0,0,0,0,0,0,0,0,0,0
ALKAL2,34,34,22,34,28,53,31,42,44,17
ALKBH1,149,170,208,190,218,178,270,205,219,187
ALKBH2,374,382,481,315,497,379,457,323,431,289
ALKBH3,292,433.5,282.75,531.5,305,827,229.5,251.5,239.5,653.5
ALKBH5,1241,1697,1201,1900,1294,2149,1391,1683,1339,1933
ALKBH6,712.75,1261.5,755,1107,792,1044,585,872.5,461,1083
ALKBH7,442,99,288,84,340,134,325,109,251,124
ALKBH8,58,70,69,56,95,95,90,70,59.5,79.5
ALMS1,517,561,710,441,699,380,802,690,871,639
ALOX12,567,345,801.75,443.75,615,266,388,237,210,164
ALOX12B,229,130,198,82,152,159.25,243,117,142,161
ALOX15,15,5,20,7.25,34,17,19,6,11,27
ALOX15B,71,0,63,5.12,32,5,59,4,0,1
ALOX5,14,77,31,138,30,61,39,75,57,57
ALOX5AP,49,54,55,92,42,55,46,66,63,54
ALOXE3,178,303,197,185,155,227.75,251,328,169,264
ALPI,2,3,4,4,7,28,6,2,6,17
ALPK1,220,644,204,460,138,318,277,464,220,374
ALPK2,3,7,15,14,7,1,9,5,7,6
ALPK3,12,193.5,19,149.5,29.5,220,18,63,15,270.5
ALPL,163,231,130,311,175,81,223,236,234,163
ALS2,718,976,639.5,1303,684.5,1757,656,1135,684.33,1383
ALS2CL,2259.75,2711,2385,2220.5,2262,1873,2319,1475,1933,1699
ALX1,10,15,10,3,6,7,3,1,6,3
ALX3,14,8,26,5,55,13,28,12,13,2
ALX4,15,4,42,3,30,5,50,4,17,7
ALYREF,1026,790,1171,932,1313,1070,1069,639,1226,871
AMACR,1051,910,999,684,1143,714,1391,974,919,804
AMBN,14,11,2,1,14,9,2,6,4,6
AMBP,25,97,20.5,19,5,14.5,8,7.5,10,18
AMBRA1,658,633,785,642,796.5,613,920,659,738,734
AMD1,1560,1484,1200,1408,1192,1631.5,1040,1927,1326.5,1640
AMDHD1,61,44,77.5,26,163,33,66,54,78,31
AMDHD2,810,781.5,715.5,784.5,681,442.5,429,385,456.5,571
AMER1,158,250,189,251,212,259,258,264,263,292
AMER2,34,0,30,4,30,11,48,3,83,19
AMER3,0,0,0,0,0,0,0,0,0,0
AMFR,3307,4727.5,3091,5248.5,3322,7288,3245,4151,3300,7072
AMH,9,6,24,8,10,15,20,5,17,24
AMIGO1,93,390,77,368,119,375,154,238,121,320
AMIGO2,40,22,24,21,54,22,35,20,48,19
AMIGO3,43.5,27,81,34.5,58.5,50.5,87,27.5,71,35.5
AMMECR1,563,190,551,152,489,206,441,229,304,199
AMMECR1L,1207,778,1181,632,1170,781,1166,840,1052,937
AMN,28,6,27,13,13,14,23,4,10,13
AMN1,244,279,175,255,215,319,242,357,224,314
AMOT,336,174,376,181,390,265,456,285,402,235
AMOTL1,3986,1486,3907,1444,3727,1354,4333,1383,3418,1294
AMOTL2,1143,829,1369,820,1209,1247,2772,805,2565,1288
AMPD1,17,63,12,26,10,29,29,36,14,34
AMPD2,751,901,1059,737,1189,1129,1071,972,1275,1109
AMPD3,178,144,182,165,124,146,123,154,175,302
AMPH,14,27,22,40,32,16,11,41,9,18
AMT,555.5,1131.83,708.5,993,815,767.5,575,914,532,862
AMTN,21,0,8,0,4,0,1,0,3,2
AMZ1,0,1,1,4,0,3,2,4,0,5
AMZ2,1047,1725,922.5,1170,924,1502,755,1082.5,895,1568
ANAPC1,684,995,692,1130,876,898,936,998,764,1190
ANAPC10,119,84.4,140,69.2,121,63,133,166.2,109,187.31
ANAPC11,673,482,739,527,639,650,576,408,600,512
ANAPC13,334,319,225,238,378,459,217,236,320,393
ANAPC15,413,329,450,384,503.5,352,400.5,304,451,308
ANAPC16,1084.5,1352,778,1240,885,1028.5,832,1065,791.5,763
ANAPC2,677,1118.75,721,1191,797.17,1557.75,694,821,553,1165.5
ANAPC4,485.5,1086.5,560.5,1421,653,1364.5,554.5,1222.5,599.5,1624.5
ANAPC5,604,528,620,530,747,503,615,628,410,561
ANAPC7,729,578.5,971,495,956.5,381.5,854,560.5,820.75,525
ANG,528.92,443.25,362.75,301.25,489.5,575.92,474.33,570.08,585,627.64
ANGEL1,248,388,234,406,334,574,224,400,202,460
ANGEL2,575,557,538,367,592,480,602,586,556,472
ANGPT1,100,75,72,72,92,78,89,170,82,133
ANGPT2,82,57,85,97,124,160,134,192,119,129
ANGPT4,431,371,373,490,818,710,455,697,457,749
ANGPTL1,222,18,136,30,220,16,281,95,346,48
ANGPTL2,1322,1076,1087,1239,1260,1518,1076,1408,2164,2111
ANGPTL3,1,0,0,0,0,0,0,0,0,1
ANGPTL4,109,439,137,487,371,347,142,904,203,774
ANGPTL5,0,0,0,0,2,0,0,0,0,1
ANGPTL6,118,105,64,66,49,79,69,136,39,104
ANGPTL7,80,1,65,1,51,1,53,25,20,3
ANGPTL8,2,2,2,2,3,3.5,1,2,1,5.5
ANHX,7,14,15,25,21,17,15,52,43,87
ANK1,12,34,5,4,6,6,20,58,5,6
ANK2,192,188,218,107,276,216,254,223,509,336
ANK3,1056,1632,795,810,1021,782,952,1529,836,950
ANKAR,55,186,76,115,81,78,84.5,260,67,125
ANKDD1A,15,35,13,16,9,3,19,18,12,12
ANKDD1B,23,57,23,35,16.5,20,26,39,19,25
ANKEF1,0,0,0,0,0,0,0,0,0,1
ANKFN1,0,0,1,2,0,0,1,1,0,2
ANKFY1,1811,2839,2234,3318.83,2256,3315,2115,2720,1805,2846
ANKH,965,2003,1099,2150,1265,2450,1155,2996,1384,1965
ANKHD1,2261,2519,2082,2745,2012,2450,2031.5,2229,1898.75,2551
ANKIB1,840,1087,673,882,752,960,699,1282,781,1156.5
ANKK1,10,7,25,6,15,3,25,12,7,7
ANKLE1,86,61,137.25,40,130,58,128,80,64,48
ANKLE2,1225,2130,1265,2501,1603,2053,1392,1723,1132,2171
ANKMY1,8,19,4,15,9,19,11,16,10,13
ANKMY2,815,1100,929,881,899,993,1134,1551,1017,1077
ANKRA2,296,568,280,659,250,763,270,525,280,648
ANKRD1,2,2,0,7,2,7,4,0,1,1
ANKRD10,787,643,859,727,787,465,1035,595,1009,488
ANKRD11,1887,3186,2228,4630,2157.5,4519,2745,3410.75,1963,5332
ANKRD12,969,1490,926,2386,987,2724.5,1297,1596,1275,3058
ANKRD13A,1928,3242,1526,3185,1651,3954,1375,2523,1257,3515
ANKRD13B,417,135,502,221,625,262,450.5,225,435,228
ANKRD13C,425,475,317,641,349,785,345,586,322,678
ANKRD13D,558,639,546,647,621,884,476,632,391,619
ANKRD16,417,648,576,722.5,570,967.67,467.25,471.5,506.5,880.5
ANKRD17,1042,1244,1171,1275,1101,1206,1400,1447,1159,1747
ANKRD2,57,75.5,59,81.5,46,144,75,56,69,105.5
ANKRD22,845,562,588,543,593,674,737,395,685,507
ANKRD23,118,174,140.5,181,147.5,135,128,182,113.5,135
ANKRD24,13,8,16,26,33,18,20,34,21,9
ANKRD26,530.54,681.5,608.17,857.29,520.22,788,692.57,948.5,714.75,1005.5
ANKRD27,1022,2044,1117,2204,1154,2551,1257,1806,1150,2381
ANKRD28,435,647,444,766,569,827,457,963.5,555,675
ANKRD29,105,87,76,81,99,174,113,163,156,246
ANKRD31,14,10,11,15,12,19,16,36,12,38
ANKRD33,10,9.5,4.5,2.5,11,5,9,11.5,6,13
ANKRD33B,55,144,35,94,51,339,63,108,82,282
ANKRD34A,5,21,8,10,13,8,4,32,8,25
ANKRD34B,116,12,115,19,186,24,84,43,19,18
ANKRD34C,0,0,1,1,0,0,0,0,0,0
ANKRD35,694,568,623,517,538,361,684,493,426,358
ANKRD37,293,354,293,531,287,524,271,404,387.5,470
ANKRD39,396.2,631,326.5,709,414.5,987.25,440.2,545,404.5,884
ANKRD40,686,792,681,663,781.5,841,905,744,740,935
ANKRD40CL,0,3,0,0,0,0,0,0,0,4
ANKRD42,86,81,88,124,56,155,62,123,71,155
ANKRD44,424,444,333,314,437,427,414,454,282,489
ANKRD45,6,4,12,9,4,9,0,1,4.83,8
ANKRD46,916,718,742.5,767,843,771,843,787.75,665,695
ANKRD49,203,344,157,283,238,341,198,328,154,313
ANKRD50,803,645,838,418,803,609,1189,941,1137,853
ANKRD52,942,1597,1478,1445,1504,1604,1354,1433,1330,2036
ANKRD53,2,43,3,88,6,73.5,3,18,4,98
ANKRD54,459,570,538,570,549.5,457,581,490,507,478
ANKRD55,76,54,85,81,98,8,148,120,85,37
ANKRD6,735,1516,822,1159,794,543,893,1330,571,510
ANKRD60,0,0,0,0,0,0,0,0,0,1
ANKRD61,3,9,5,4,6,3,7,9,9,11
ANKRD63,1,0,2,0,4,0,3,0,3,0
ANKRD66,6,1,12,1,24,0,9,1,22,5
ANKRD7,0,0,0,0,0,0,0,0,0,0
ANKRD9,1252,270,835,283,755,403,752,304,543,342
ANKS1A,1154,1704,1503,1427,1437,1850.5,1612,1782,1472,1891
ANKS1B,4,5,6,3,16,5,15,15,3,2
ANKS3,231,301,257,307.5,326,449,337,249,282,335
ANKS4B,55,35.83,143.33,44,150,81.5,201.17,120.33,161.33,105
ANKS6,98,62,128,66,116,152,130,143,162,180
ANKUB1,3,4,0,1,0,0,2,5,1,3
ANKZF1,811,1383,1213,1525,1169,1404,1042,1101,1026,1268
ANLN,552,941,580,1372,587,1754,892,496,1046,1627
ANO1,283,795,408,901,442,458,301,691,235,404
ANO10,735,896.5,632,1146,613,1318.25,713,1272.67,659,1192
ANO2,50,35,43,46,25,20,31,49,21,23
ANO3,10,12,12,25,31,6,15,19,10,6
ANO4,15,3,13,0,62,1,36,3,45,2
ANO5,0,0,2,0,0,2,0,2,1,2
ANO6,1585,1149,1345,1111,1461,1292,1464,1798,1414,1598
ANO7,9,35,7,38,14,23,6,36,7,26
ANO8,414,192,614,194,496,143,656,290,579,215
ANO9,465,795,983,835,1010,688.5,918,768,806,568
ANOS1,167,259.7,208.33,117.5,167.67,148,196,234.4,191.33,151.7
ANP32A,1381,570,1450,693,1854,778,1440,719,1212,620
ANP32B,2013.5,1196.83,1850,1428,3136,1344,2276,1329,2067,1306
ANP32E,1656,1734,1598,1700,2054,1842,1771,2193,1720,1842.5
ANPEP,1258,799,809.17,613,740,782,672,607,1391,827.75
ANTKMT,597.5,844.5,613.5,674,584,733,500.5,504,523.5,679
ANTXR1,1877,2294,2224,1856,2054,1083,2746,2825,2833,1619
ANTXR2,473,578,332,430,540,628,569,614,611,812
ANTXRL,1,4,0,2,0,5,0,0,0,0
ANXA1,8197,10705,6572,11289,7133,18039,7904,10192,11328,12182
ANXA10,0,0,0,0,0,0,0,0,0,0
ANXA11,1415,2322,1326,2535,1507,3302,1358,1955,1578,2942
ANXA13,7,2,4,3,5,3,8,6,1,0
ANXA2,26760,23532.75,23830,22730,25054,29439,24617,24811,26326,23381.5
ANXA3,383.5,573,301.5,587,409,697,333.5,581,444.5,617.5
ANXA4,2253,2676,1830,2484,2092,2901.5,1940,3023,2206,2549
ANXA5,2425,2146,2564,1721,2733.67,697,2876,3520,4426,1659
ANXA6,1032,694,1218.5,850,1439,778,1615,890,1474,934
ANXA7,1791,2688,1293,2789.5,1440,3604,1529,2582.5,1524,3140.5
ANXA9,127,16,101,13,76,29,97.25,27,60,21
AOAH,37,11,68,31,60,34,50,23,56,23
AOC1,0,0,0,0,0,0,0,0,0,0
AOC2,70.72,364.55,128.77,438.1,111.97,1119.4,146.95,266.72,141.07,1147.97
AOPEP,3332,4064,4158,3502,5269.5,2872,4661,4349,4988,2901
AOX1,296,323,431,202,320,170.5,340,438,280,306
AP1AR,535,368,363,209,359,311,396,438,393,320
AP1B1,2427,1106,2342,876,2387,1273,2139,1526,1547,1615
AP1G1,1073,993,1036,1169,1219,1159,1068,1007,1036,1190.83
AP1G2,777.75,1441.5,1229,1474,1198,1055.5,1017,1381,883.75,1227.5
AP1M1,999,744,854,758,963,876,800,975.75,702,1023
AP1M2,904,711,921,623,1001,685,985,559,728,648
AP1S1,1241,975,974,961,1305,1303,964,1003,1004,964
AP1S2,3822,922,2540,738,2842.14,517,1847,1158,1904,923.33
AP1S3,43,70,51,41,58,66,72,80,43,57
AP2A1,1844.75,1241,1695,1497,1943,1924,1828,1550.83,1505,2006
AP2A2,1424.5,2885.75,1572,2549,1624.5,2832,1731.5,2273.75,1615,2420
AP2B1,1117,978,1159,942,1302,887,1411,1250,1318,951
AP2M1,4032,2127,3645,2062,4093,2006.5,3619,2058,3272,1915
AP2S1,852,382,755,494,658,541,620,412,581,492
AP3B1,1034,493,902,489,1070,393,1035,782,915,498
AP3B2,42,66,21,41,25,103,39,77,22,147
AP3D1,3170,3662.12,4219,3774.25,4224,4101,3973.75,3062,3439.12,4294
AP3M1,1078,837,964,813,1013,825,963,1103,949,997
AP3M2,48,85,44,18,61,114,35,64,43,120
AP3S1,702.5,418.5,678.5,459,673.5,694,697,661,779.5,627.5
AP3S2,826.5,734.75,1151.5,715.5,1074.5,1051.5,988.5,884.75,892,1011.75
AP4B1,362,699.5,396.5,690.5,362,592,344,531,271,441.5
AP4E1,447,755,441,1008,480,812,487,598,388,913
AP4M1,820,691,776.5,546,879,516,845,787,710,425
AP4S1,250,114,214,116,243,97,201,229,185,122
AP5B1,414,161,352,201,508,165,378,255,269,171
AP5M1,331,252,278,254,361,173,307.5,355,268,328
AP5S1,200.5,162.5,207,112,224,114,287,178,235,128.5
AP5Z1,607,1051,792,1112,718,908,706,1073,539,1044
APAF1,289,426,268,457,288,438,336,487,318,453
APBA1,123,635,139,381,169,366,272,361,200,396
APBA2,37,18,34,23,41,18,44,20,29,16
APBA3,1138,2033,1575,2148,1182,1953.5,1545,1591,1023,1750
APBB1,416,428.75,413,485,555,611,488.5,498,413,648
APBB1IP,308,410,194,328,131,232,329,538,289,487
APBB2,572,592,632,654,707.33,806,711,705,718,883
APBB3,357,822,560,538.5,599,274,488.5,797,387,427.5
APC,681,947,726,916.33,835,957,904,1057,789,1472
APC2,49.75,91.25,91.5,77,118.75,65.75,114.75,94.5,113.92,59.75
APCDD1,2184,4833,2628,3772,2906,3590,3354,5119,3376,3031
APCDD1L,14,3,4,2,6,6,5,0,12,2
APCS,0,0,0,0,0,0,0,0,0,0
APEH,1109,1513,1198,1473,1232,932,1052,1433,982,1182
APELA,4,3,11,1,23,9,19,10,53,5
APEX1,2181,1000,2222,975,2891,1001,1762,1080,1741,953
APEX2,113,114,152,72,161,71,136,128,103,103
APH1A,1502,2060,1137,1875,1362,2373.5,1065,1813,1099,1943
APH1B,606,380.25,462,314,546,508,548,506,593,535
API5,1846,1856,1761,2242,1972,2243,1566,1912,1859,2396
APIP,288,242,213,187,306,214,261,271,306,155
APLF,263,125,168,86,226,92,288,234,221,98
APLN,85,32,119,43,159,75,131,76,116,87
APLNR,725,366,686,154,928,350,483,434,414,240
APLP1,82,54,125,45,155,58,131,89,82,67
APLP2,6085,4876,4979,4739,5759,6050,5675,4842,4622,5966
APMAP,272,541.5,242,522,296,563,287,725,251,559
APOA1,1182,1164,888,399,1424,673,818,797,611,614
APOA2,0,0,0,0,0,0,0,0,0,1
APOA4,1,1,1,0,0,0,0,1,2,1
APOA5,4,5,3,2,2,1,0,4,2,1
APOB,1,13,11,2,6,0,12,6,9,4
APOBEC1,1,0,0,0,1,0,0,1,0,0
APOBEC2,4,4,6,0,9,4,2,0,1,7
APOBEC4,0,0,0,0,0,0,0,0.33,0,0
APOBR,38,24,75,53,34,17,50,45.33,37,25.4
APOC1,2991,320,2255,544,1918,328,1256,305,1145,182
APOC2,0,0,2,0,2,0,1,0,0,0
APOC3,3,2,0,0,2,0,0,0,6,3
APOC4,5,2,4,0,6,1,0,0,0,0
APOD,301,293,236,283,277,1131,402,1221,230,677
APOE,8624,1994,3634,812,7694,2363,6102,2043.75,6779,1413
APOF,1,2,13.5,6,7,7,6,1,6,2
APOH,8,1,0,0,3,0,2,0,4,0
APOL6,422,277,155,214,410,325,225,317,297,506
APOLD1,184,406,177,122,346,180,295,801,377,506
APOM,23,18,22,11,17,17,16,11,15,11
APOO,221,101,294,114,333,120,216,122,221,130
APOOL,286,207,172,215,255,203,185,267,204,199
APP,11356,13300,8829,11619,10899.5,12394,12145,14904,13795,12615.5
APPBP2,920,872,914,919,934,810,1181.5,1044,1162,844
APPL1,1282,2021.33,1384,2300,1546,2586,1668.5,2960,1577,2795
APPL2,1546,1039,1008,911,1417,1020,1054,1213.83,836,975
APRT,959,359,903,483,964,373.5,823,505,889,314.5
APTX,200.5,172.5,110.5,151.5,176.5,148,123,132.5,102,137
AQP1,5662,5269,5699,3546,9834,5966,5690,7648,5767,3645
AQP10,5,7,11,6,6,9,10,5,12,12
AQP11,55,19,44,2,70,10,32,14,23,6
AQP2,0,0,0,0,0,0,0,0,0,0
AQP3,4292,16123,3619,15814,4337,12206.5,4405,12521,8063,15068
AQP4,3,5,0,2,0,7,4,2,1,6
AQP5,284,31,323,31,245,69,175,42,75,8
AQP6,0,0,1,0,0,1,0,0,0,0
AQP7,250,241.5,115,170,340.5,115.5,164,305,119.5,224.33
AQP8,18,278,7,294,8,291,8,149,12,255.5
AQP9,54,96,22,45,29,84,61,333,34,60
AQR,774,2732,512,1353,771,1287,750,964,742,1970.5
AR,508,527,587,396,434,333,577,571,688,427
ARAF,944,765,1052,843,1067,747,1042,808,909,773
ARAP2,575,693,588,649,738,661,875,887,704,898
ARAP3,292,339,568,326,778,478,579,853,394,583
ARC,45,28,41,27,50,33,87,24,74,114
ARCN1,2189,2015,2206,2598,2168,3027,2510,2136,2572,3407
AREG,189,106,97,37,91,29,160,73,224,95
AREL1,586,487,729,282,719,172,714,469,637,323
ARF1,4972,3859.5,4054,4565,4698.75,5825.5,4041.5,3536,4279,5028
ARF3,1985.5,1179.5,1693,1223,2132,1431,1740.5,1435,1571,1550
ARF4,2837,2700,2619,2515,2675,3463,2534,2629,3319,4006
ARF5,891,646,912,772,929,701,875,683,879,548
ARF6,3699,1958,3048.5,2355,3770,2626,3580,2091,3046.5,2040
ARFGAP1,970,1481,1283,1646,1239,1741,1278,1234,1257,1652
ARFGAP2,1690,2551.25,1899,3379,2055,2876,2061,2132,1925,2728
ARFGAP3,975,1170,895,1325,841,1447,922,1141,894,1444
ARFGEF1,1213,1343,1120.5,1744,1030,1575,1313,1486,1228,1674
ARFGEF2,1152,2345,1223,2407,1318,3182,1258,1805,1135,3533
ARFGEF3,115,68,166,35,120,115,167,78,68,93
ARFIP1,608,587,514.5,451,542,520,615,622,573,543
ARFIP2,489,384,640,395.5,569,560,575,469,630,535
ARFRP1,2113,2436,2467,2067,2623,1500,2244,2358,2141.5,2168
ARG1,51,49,11,25,6,34,14,109,7,128
ARG2,65,26,60,28,92,15,49,29,68,15
ARGLU1,2843,4741.75,3102,4974,3326,3918,3105,4762,3341,3404
ARHGAP1,2005,2707,2097,2491,2273,2621,1879,2788,1790,2955
ARHGAP10,610,732,508,775.5,639,783.5,791,668,905.5,638.5
ARHGAP11A,400,578,354,636,402,962,478,468,482,1032.5
ARHGAP12,771,1168,651.5,1252,806,1251,927,1466,1007,1076
ARHGAP15,7,5,6,10,10,14,12,15,9,7
ARHGAP17,666,970,806,913,848,1047,840,1211,659,1175
ARHGAP18,228,458,210,434,203,446,241,517,209,583
ARHGAP19,723,869,607,953,601,991,830,855,674,1032
ARHGAP20,66,93,74,44,54,64,138,56,80,112
ARHGAP21,1177,1719,1197,2105,1546,3397,1824,1600,1767,3130
ARHGAP22,116,140,101,141,155,158,137,77,119,141
ARHGAP23,858,842,797,948,1021,980,970,1027,694,936
ARHGAP24,186,68,203,73,202,67,245,154,172,60
ARHGAP25,414,843,524,1020,541,809,663,854,502,861
ARHGAP26,163,185,229,202,260,296,243,277,233,270
ARHGAP27,403.5,714,438,1358,408.5,1577.25,471,773.5,308,1675
ARHGAP28,383,245,426,263,411,238,465,449,316,227
ARHGAP29,724,864,696,971,883,1360,1019,1255,1055,1340
ARHGAP30,207,177,243,233,189,186,217,287,99,260
ARHGAP31,534,880,589,760,810,1376,861,1357,685,1221
ARHGAP32,1076,1223,1027.5,1176,1076,1516,1318,1093,1034,1360
ARHGAP33,507,418,714,547,759,494,627,368,468,618
ARHGAP35,1721,1989,1679,2437,1922,3703.5,2202,1945,1789,3376
ARHGAP36,2,0,1,0,0,0,0,1,1,4
ARHGAP39,485,147,375,139,375,264,399,214,280,228
ARHGAP40,10,1,7,2,9,6,5,4,16,5
ARHGAP42,458,539,407,424,498,214,579,787,550,383
ARHGAP44,45,34,35,32,88,45,72,89,47,51
ARHGAP45,83,164,105,401,106.25,254,105,130.5,91,209
ARHGAP5,1455,1345,1175,1392,1204,1319.5,1510,1606,1445,2093
ARHGAP6,48,57,75,59,107,101,108,126,101,71
ARHGAP9,80,563.25,86,481,135,295,126,322,109,263
ARHGDIA,4012,3528,4212,4240,4774,4018,3839,3784,4266,4323.5
ARHGDIB,332,331,392,490,577,602,376,455,440,567
ARHGDIG,10,1,5,4,2,3,5,3,10,2
ARHGEF1,1972,2655.25,2202.5,2255.88,2612,1720,1958,2840,1727,1976
ARHGEF10,1307.5,5491.5,1228,4434.5,1075,3359.5,1617,4188.5,1988,4032.75
ARHGEF10L,1752,1289,1390,1401,1578.25,1656,1545,1311,1192,1471
ARHGEF11,1222,2445.33,1584,2488.89,1745.5,2909.53,1724.83,2127.75,1395.17,2781.33
ARHGEF12,3762,6248,3742,5842,3962,5878,4535,6852,3770,6878
ARHGEF15,190,318,274,322,328,566,265,473,167,433
ARHGEF16,129,199,179,211.75,164,268,160,161,115,132
ARHGEF17,770,1114.75,1090,1382,1830,1884,1525,1618,1081,1712
ARHGEF18,922.25,1581,1087,1375,1119,1445,1197,1215.92,1067.17,1307.17
ARHGEF19,5871,7366,8023,8292,8263,5133,7283,6225,6032,4061
ARHGEF2,1459,1478,1563,1652,2122,2002,1890,1721,1519,2070
ARHGEF25,352,573,466.5,847,555,818,570.5,776,488,751.5
ARHGEF26,417,365.5,331.5,368,352,379,453.5,499,466,366.5
ARHGEF28,466,510,419,721,453,490,410,346,348,429
ARHGEF3,494,828,412,700,483,636,475,869,397,637
ARHGEF33,3,16,7,15,7,9,2,16,2,12
ARHGEF37,1588,6912,1353,5245,1653,4101,1717,6326,1133,4639.83
ARHGEF38,10,2,9,1,0,3,3,1,2,1
ARHGEF39,125,657.5,238.5,970.5,258.5,768,295,400.5,233,684.5
ARHGEF4,3548,5341,4122,4675,3348,3110,4033,5282,3201,3722
ARHGEF40,1164,1862,1380,1968,1694,2840,1678,2074,1427,2837
ARHGEF5,931,2480,921,2507,921,2254,1095,2051,969,2255.75
ARHGEF6,280,910,328,752,399,1027.5,370,869,407.5,1125.5
ARHGEF7,1042,1395.5,1068,1257,1328,1600.5,1466,1401,1331,1611
ARHGEF9,151.5,99.5,136,125,142.5,105.5,187.5,157.5,129,111
ARID1A,1598,1215,2199,1317.25,2280,1307.25,2555,1469,1994,1561
